YEAR,DATE,ROAD_CLASS,District,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,INITDIR,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Ward_Name,Ward_ID,Hood_ID,Hood_Name
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,Minor,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,Minor,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,Minor,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,None,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,40 to 44,None,West, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,20 to 24,Minor,Unknown, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2014,21-01-2014 10:30,Major Arterial,Scarborough,43.73268851,-79.22381983,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,25 to 29,Minor,Unknown, , ,Yes, ,Yes, , ,Yes, ,Yes, , , ,Scarborough Southwest (36),36,139,Scarborough Village (139)
2015,17-07-2015 09:30,Major Arterial,North York,43.76937063,-79.3886529,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,75 to 79,Major,South, , ,Yes, , , , , ,Yes,Yes, , , ,Willowdale (24),24,52,Bayview Village (52)
2015,17-07-2015 09:30,Major Arterial,North York,43.76937063,-79.3886529,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,None,North, , ,Yes, , , , , ,Yes,Yes, , , ,Willowdale (24),24,52,Bayview Village (52)
2017,04-03-2017 10:30,Major Arterial,North York,43.73960074,-79.50963984,Yes,Clear,Natural,Dry,Fatal,Driver,20 to 24,None,East,Yes, ,Yes, , , , , , ,Yes,Yes, , ,York Centre (9),9,25,Glenfield-Jane Heights (25)
2017,04-03-2017 10:30,Major Arterial,North York,43.73960074,-79.50963984,Yes,Clear,Natural,Dry,Fatal,Pedestrian,5 to 9,Minor,North,Yes, ,Yes, , , , , , ,Yes,Yes, , ,York Centre (9),9,25,Glenfield-Jane Heights (25)
2017,04-03-2017 10:30,Major Arterial,North York,43.73960074,-79.50963984,Yes,Clear,Natural,Dry,Fatal,Pedestrian,5 to 9,Fatal,North,Yes, ,Yes, , , , , , ,Yes,Yes, , ,York Centre (9),9,25,Glenfield-Jane Heights (25)
2008,15-09-2008 09:30,Major Arterial,North York,43.77454538,-79.43839029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,20 to 24,Major,Unknown, , ,Yes, , , , , , , , , , ,Willowdale (23),23,37,Willowdale West (37)
2017,10-02-2017 10:30,Major Arterial,Toronto East York,43.65445288,-79.3694192,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,West,Yes, , , , ,Yes, , , , , , , ,Toronto Centre-Rosedale (28),28,73,Moss Park (73)
2017,10-02-2017 10:30,Major Arterial,Toronto East York,43.65445288,-79.3694192,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,35 to 39,Major,Unknown,Yes, , , , ,Yes, , , , , , , ,Toronto Centre-Rosedale (28),28,73,Moss Park (73)
2007,13-09-2007 09:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown,Yes, , , ,Yes, , , , , , , , ,York West (8),8,24,Black Creek (24)
2007,13-09-2007 09:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Dry,Fatal,Truck Driver,20 to 24,None,North,Yes, , , ,Yes, , , , , , , , ,York West (8),8,24,Black Creek (24)
2007,13-09-2007 09:30,Major Arterial,North York,43.75594538,-79.52429029,Yes,Clear,Natural,Dry,Fatal,Pedestrian,65 to 69,Fatal,South,Yes, , , ,Yes, , , , , , , , ,York West (8),8,24,Black Creek (24)
2007,04-11-2007 09:30,Minor Arterial,Toronto East York,43.63714538,-79.43599029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , , , , , ,Parkdale-High Park (14),14,85,South Parkdale (85)
2007,04-11-2007 09:30,Minor Arterial,Toronto East York,43.63714538,-79.43599029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,West,Yes, ,Yes, , , , , , , , , , ,Parkdale-High Park (14),14,85,South Parkdale (85)
2007,04-11-2007 09:30,Minor Arterial,Toronto East York,43.63714538,-79.43599029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,West,Yes, ,Yes, , , , , , , , , , ,Parkdale-High Park (14),14,85,South Parkdale (85)
2012,18-07-2012 09:30,Local,Toronto East York,43.63944538,-79.34579029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , , ,Yes,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2012,18-07-2012 09:30,Local,Toronto East York,43.63944538,-79.34579029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,25 to 29,None,East, , , ,Yes,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2012,18-07-2012 09:30,Local,Toronto East York,43.63944538,-79.34579029,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,30 to 34,Major,East, , , ,Yes,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2012,18-07-2012 09:30,Local,Toronto East York,43.63944538,-79.34579029,No,Clear,Natural,Dry,Non-Fatal Injury,Other,unknown,None,Unknown, , , ,Yes,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2013,29-08-2013 09:30,Major Arterial,Scarborough,43.73668631,-79.24808131,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Southwest (35),35,124,Kennedy Park (124)
2013,29-08-2013 09:30,Major Arterial,Scarborough,43.73668631,-79.24808131,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,55 to 59,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Southwest (35),35,124,Kennedy Park (124)
2013,29-08-2013 09:30,Major Arterial,Scarborough,43.73668631,-79.24808131,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,South,Yes, ,Yes, , , , , , ,Yes, , , ,Scarborough Southwest (35),35,124,Kennedy Park (124)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,West, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,15 to 19,Minimal,East, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,15 to 19,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,15 to 19,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,15 to 19,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,09-04-2014 09:30,Major Arterial,North York,43.7908016,-79.4530221,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,15 to 19,Minor,Unknown, , ,Yes, , , , ,Yes,Yes,Yes, , , ,York Centre (10),10,35,Westminster-Branson (35)
2014,21-11-2014 10:30,Minor Arterial,Etobicoke York,43.68276175,-79.46332178,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (17),17,110,Keelesdale-Eglinton West (110)
2014,21-11-2014 10:30,Minor Arterial,Etobicoke York,43.68276175,-79.46332178,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,Unknown,Yes, ,Yes, , , , , , ,Yes, , , ,Davenport (17),17,110,Keelesdale-Eglinton West (110)
2013,01-10-2013 09:30,Minor Arterial,Toronto East York,43.6676441,-79.34279261,Yes,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown,Yes, , , ,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2013,01-10-2013 09:30,Minor Arterial,Toronto East York,43.6676441,-79.34279261,Yes,Clear,Natural,Dry,Fatal,Truck Driver,40 to 44,None,West,Yes, , , ,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2013,01-10-2013 09:30,Minor Arterial,Toronto East York,43.6676441,-79.34279261,Yes,Clear,Natural,Dry,Fatal,Other,unknown,None,Unknown,Yes, , , ,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2013,01-10-2013 09:30,Minor Arterial,Toronto East York,43.6676441,-79.34279261,Yes,Clear,Natural,Dry,Fatal,Pedestrian,55 to 59,Fatal,West,Yes, , , ,Yes, , , , ,Yes, , , ,Toronto-Danforth (30),30,68,North Riverdale (68)
2017,13-03-2017 09:30,Collector,Scarborough,43.81272085,-79.27431879,Yes,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,70 to 74,Major,South, ,Yes,Yes, , , , , , , , , , ,Scarborough-Rouge River (41),41,129,Agincourt North (129)
2017,13-03-2017 09:30,Collector,Scarborough,43.81272085,-79.27431879,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,East, ,Yes,Yes, , , , , , , , , , ,Scarborough-Rouge River (41),41,129,Agincourt North (129)
2011,05-01-2011 10:30,Major Arterial,Toronto East York,43.67164538,-79.42149029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Trinity-Spadina (20),20,95,Annex (95)
2011,05-01-2011 10:30,Major Arterial,Toronto East York,43.67164538,-79.42149029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,80 to 84,Major,North,Yes, ,Yes, , , , , , ,Yes, , , ,Trinity-Spadina (20),20,95,Annex (95)
2010,26-04-2010 09:30,Major Arterial,Scarborough,43.77004538,-79.26129029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,80 to 84,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Centre (38),38,127,Bendale (127)
2010,26-04-2010 09:30,Major Arterial,Scarborough,43.77004538,-79.26129029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,80 to 84,None,West, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Centre (38),38,127,Bendale (127)
2010,26-04-2010 09:30,Major Arterial,Scarborough,43.77004538,-79.26129029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,South, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough Centre (38),38,127,Bendale (127)
2010,20-09-2010 09:30,Major Arterial,North York,43.78914538,-79.37329029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Don Valley East (33),33,52,Bayview Village (52)
2010,20-09-2010 09:30,Major Arterial,North York,43.78914538,-79.37329029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,North,Yes, ,Yes, , , , , , ,Yes, , , ,Don Valley East (33),33,52,Bayview Village (52)
2009,17-07-2009 09:30,Major Arterial,Toronto East York,43.66304538,-79.40209029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,35 to 39,None,East, ,Yes,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,79,University (79)
2009,17-07-2009 09:30,Major Arterial,Toronto East York,43.66304538,-79.40209029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,25 to 29,Major,East, ,Yes,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,79,University (79)
2014,05-05-2014 09:30,Major Arterial,Toronto East York,43.67391928,-79.30791865,Yes,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,50 to 54,Major,North, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,Beaches-East York (32),32,63,The Beaches (63)
2014,05-05-2014 09:30,Major Arterial,Toronto East York,43.67391928,-79.30791865,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,None,South, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,Beaches-East York (32),32,63,The Beaches (63)
2014,05-05-2014 09:30,Major Arterial,Toronto East York,43.67391928,-79.30791865,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,20 to 24,None,Unknown, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,Beaches-East York (32),32,63,The Beaches (63)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Passenger,80 to 84,Fatal,Unknown, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Passenger,80 to 84,Fatal,Unknown, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Driver,70 to 74,Major,North, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2007,19-10-2007 09:30,Collector,Etobicoke York,43.71624538,-79.55869029,No,Rain,Natural,Wet,Fatal,Driver,55 to 59,None,South, , ,Yes, , ,Yes, ,Yes, , , ,Yes, ,Etobicoke North (2),2,4,Rexdale-Kipling (4)
2009,04-08-2009 09:30,Major Arterial,Scarborough,43.72884538,-79.30439029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , , ,Don Valley East (34),34,43,Victoria Village (43)
2009,04-08-2009 09:30,Major Arterial,Scarborough,43.72884538,-79.30439029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,45 to 49,Minimal,East, , ,Yes, , , , , , , , , , ,Don Valley East (34),34,43,Victoria Village (43)
2009,04-08-2009 09:30,Major Arterial,Scarborough,43.72884538,-79.30439029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,Minimal,South, , ,Yes, , , , , , , , , , ,Don Valley East (34),34,43,Victoria Village (43)
2009,04-08-2009 09:30,Major Arterial,Scarborough,43.72884538,-79.30439029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,Major,South, , ,Yes, , , , , , , , , , ,Don Valley East (34),34,43,Victoria Village (43)
2009,24-09-2009 09:30,Minor Arterial,Toronto East York,43.65874538,-79.37809029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,unknown,None,South, ,Yes,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2009,24-09-2009 09:30,Minor Arterial,Toronto East York,43.65874538,-79.37809029,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,20 to 24,Major,South, ,Yes,Yes, , , , , , , , , , ,Toronto Centre-Rosedale (27),27,75,Church-Yonge Corridor (75)
2011,07-10-2011 09:30,Collector,North York,43.79084538,-79.44409029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,65 to 69,None,West,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,36,Newtonbrook West (36)
2011,07-10-2011 09:30,Collector,North York,43.79084538,-79.44409029,No,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,15 to 19,Major,Unknown,Yes, ,Yes, , , , , , , , , , ,York Centre (10),10,36,Newtonbrook West (36)
2012,02-04-2012 09:30,Minor Arterial,Toronto East York,43.66264538,-79.33279029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2012,02-04-2012 09:30,Minor Arterial,Toronto East York,43.66264538,-79.33279029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,30 to 34,None,South,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2012,02-04-2012 09:30,Minor Arterial,Toronto East York,43.66264538,-79.33279029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,North,Yes, ,Yes, , , , , , ,Yes, , , ,Toronto-Danforth (30),30,70,South Riverdale (70)
2011,11-01-2011 10:30,Major Arterial,Toronto East York,43.64724538,-79.40389029,No,Clear,Natural,Wet,Fatal,Vehicle Owner,unknown,unknown,Unknown,Yes, , , , ,Yes, , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2009,06-10-2009 09:30,Minor Arterial,North York,43.79304538,-79.41189029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,85 to 89,Major,East,Yes, ,Yes, , , , , , ,Yes, , , ,Willowdale (24),24,50,Newtonbrook East (50)
2014,14-04-2014 09:30,Major Arterial,Etobicoke York,43.72042044,-79.60916529,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,55 to 59,Major,West, ,Yes,Yes, , , , , , ,Yes, , , ,Etobicoke North (2),2,1,West Humber-Clairville (1)
2011,11-01-2011 10:30,Major Arterial,Toronto East York,43.64724538,-79.40389029,No,Clear,Natural,Wet,Fatal,Driver,50 to 54,None,West,Yes, , , , ,Yes, , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2012,21-09-2012 09:30,Major Arterial,Toronto East York,43.70334538,-79.42589029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,West,Yes, ,Yes, , , , , , ,Yes, , , ,St. Paul's (21),21,102,Forest Hill North (102)
2014,10-09-2014 09:30,Major Arterial,Scarborough,43.71645315,-79.26130305,No,Clear,Natural,Dry,Non-Fatal Injury,Driver - Not Hit,unknown,None,Unknown, , , ,Yes, , , , ,Yes,Yes, , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2009,23-12-2009 10:30,Major Arterial,Scarborough,43.73814538,-79.21779029,No,Clear,Natural,Dry,Fatal,Driver,80 to 84,Fatal,East, , ,Yes, , , , , , , , , ,Yes,Scarborough Southwest (36),36,139,Scarborough Village (139)
2013,25-01-2013 10:30,Major Arterial,Etobicoke York,43.74464538,-79.60999029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,60 to 64,None,East, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2011,20-07-2011 09:30,Major Arterial,Scarborough,43.80274538,-79.30849029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,Minimal,South, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Agincourt (39),39,117,L'Amoreaux (117)
2014,10-09-2014 09:30,Major Arterial,Scarborough,43.71645315,-79.26130305,No,Clear,Natural,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,West, , , ,Yes, , , , ,Yes,Yes, , , ,Scarborough Southwest (35),35,120,Clairlea-Birchmount (120)
2013,20-02-2013 10:30,Major Arterial,Etobicoke York,43.67724538,-79.49609029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Passenger,20 to 24,Minor,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,York South-Weston (11),11,111,Rockcliffe-Smythe (111)
2013,25-01-2013 10:30,Major Arterial,Etobicoke York,43.74464538,-79.60999029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2009,23-12-2009 10:30,Major Arterial,Scarborough,43.73814538,-79.21779029,No,Clear,Natural,Dry,Fatal,Driver,55 to 59,None,East, , ,Yes, , , , , , , , , ,Yes,Scarborough Southwest (36),36,139,Scarborough Village (139)
2013,25-01-2013 10:30,Major Arterial,Etobicoke York,43.74464538,-79.60999029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,25 to 29,Major,East, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2015,23-05-2015 09:30,Major Arterial,Etobicoke York,43.62295874,-79.48119746,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,50 to 54,None,East, ,Yes,Yes, , , , , , ,Yes, , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2013,20-02-2013 10:30,Major Arterial,Etobicoke York,43.67724538,-79.49609029,Yes,Clear,Natural,Dry,Non-Fatal Injury,Driver,15 to 19,Minor,North, , ,Yes, , , , ,Yes, ,Yes, , , ,York South-Weston (11),11,111,Rockcliffe-Smythe (111)
2011,20-07-2011 09:30,Major Arterial,Scarborough,43.80274538,-79.30849029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,60 to 64,Minimal,Unknown, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Agincourt (39),39,117,L'Amoreaux (117)
2009,23-12-2009 10:30,Major Arterial,Scarborough,43.73814538,-79.21779029,No,Clear,Natural,Dry,Fatal,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, , , , , , , , , ,Yes,Scarborough Southwest (36),36,139,Scarborough Village (139)
2013,25-01-2013 10:30,Major Arterial,Etobicoke York,43.74464538,-79.60999029,No,Clear,Natural,Dry,Non-Fatal Injury,Trailer Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , , ,Yes,Yes, , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2015,23-05-2015 09:30,Major Arterial,Etobicoke York,43.62295874,-79.48119746,Yes,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,45 to 49,Major,East, ,Yes,Yes, , , , , , ,Yes, , , ,Etobicoke-Lakeshore (6),6,17,Mimico (includes Humber Bay Shores) (17)
2011,20-07-2011 09:30,Major Arterial,Scarborough,43.80274538,-79.30849029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,60 to 64,Major,East, , ,Yes, , , , ,Yes, ,Yes, , , ,Scarborough-Agincourt (39),39,117,L'Amoreaux (117)
2009,01-09-2009 09:30,Collector,Toronto East York,43.65844538,-79.39319029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,40 to 44,None,North, ,Yes,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2009,01-09-2009 09:30,Collector,Toronto East York,43.65844538,-79.39319029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,65 to 69,None,North, ,Yes,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2009,01-09-2009 09:30,Collector,Toronto East York,43.65844538,-79.39319029,No,Clear,Natural,Dry,Non-Fatal Injury,Cyclist,30 to 34,Major,North, ,Yes,Yes, , , , , , , , , , ,Trinity-Spadina (20),20,78,Kensington-Chinatown (78)
2011,18-04-2011 09:30,Major Arterial,Etobicoke York,43.73984538,-79.60559029,No,Clear,Natural,Dry,Non-Fatal Injury,Passenger,30 to 34,Major,Unknown, , ,Yes, ,Yes, , ,Yes, , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2011,18-04-2011 09:30,Major Arterial,Etobicoke York,43.73984538,-79.60559029,No,Clear,Natural,Dry,Non-Fatal Injury,Driver,85 to 89,Minor,North, , ,Yes, ,Yes, , ,Yes, , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2011,18-04-2011 09:30,Major Arterial,Etobicoke York,43.73984538,-79.60559029,No,Clear,Natural,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown, , ,Yes, ,Yes, , ,Yes, , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2011,18-04-2011 09:30,Major Arterial,Etobicoke York,43.73984538,-79.60559029,No,Clear,Natural,Dry,Non-Fatal Injury,Truck Driver,45 to 49,None,North, , ,Yes, ,Yes, , ,Yes, , , , , ,Etobicoke North (1),1,1,West Humber-Clairville (1)
2014,08-07-2014 09:30,Minor Arterial,Scarborough,43.8041149,-79.33072291,Yes,Clear,Natural,Dry,Fatal,Driver,80 to 84,Minor,South, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2014,08-07-2014 09:30,Minor Arterial,Scarborough,43.8041149,-79.33072291,Yes,Clear,Natural,Dry,Fatal,Driver,30 to 34,None,West, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
2014,08-07-2014 09:30,Minor Arterial,Scarborough,43.8041149,-79.33072291,Yes,Clear,Natural,Dry,Fatal,Passenger,90 to 94,Major,Unknown, , ,Yes, , , , ,Yes, ,Yes,Yes, , ,Scarborough-Agincourt (39),39,116,Steeles (116)
